order,id,date,time,title,url,visitCount,typedCount,transition
,,,,,https://www.google.com/search?q=add+percentage+to+values+in+r&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvENoPtjoi4f1Y87n6pTibGILulYg%3A1646186484301&ei=9M8eYqeFEqrTz7sPqpa-qA0&ved=0ahUKEwinz4XFqqb2AhWq6XMBHSqLD9UQ4dUDCA4&uact=5&oq=add+percentage+to+values+in+r&gs_lcp=Cgdnd3Mtd2l6EAM6BwgAEEcQsAM6BggAEAcQHjoECAAQHjoICAAQBxAFEB46BggAEAgQHjoECCEQCkoECEEYAEoECEYYAFCRAVjSEGDrFGgBcAF4AYAB3AGIAeIGkgEGMTAuMC4xmAEAoAEByAEKwAEB&sclient=gws-wiz,3,0,form_submit
,,,,,https://stackoverflow.com/questions/7145826/how-to-format-a-number-as-percentage-in-r,1,0,link
,,,,,https://www.google.com/search?q=add+percentage+to+values+in+r&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvENoPtjoi4f1Y87n6pTibGILulYg%3A1646186484301&ei=9M8eYqeFEqrTz7sPqpa-qA0&ved=0ahUKEwinz4XFqqb2AhWq6XMBHSqLD9UQ4dUDCA4&uact=5&oq=add+percentage+to+values+in+r&gs_lcp=Cgdnd3Mtd2l6EAM6BwgAEEcQsAM6BggAEAcQHjoECAAQHjoICAAQBxAFEB46BggAEAgQHjoECCEQCkoECEEYAEoECEYYAFCRAVjSEGDrFGgBcAF4AYAB3AGIAeIGkgEGMTAuMC4xmAEAoAEByAEKwAEB&sclient=gws-wiz,3,0,link
,,,,,https://www.google.com/search?q=add+percentage+to+values+in+r&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvENoPtjoi4f1Y87n6pTibGILulYg%3A1646186484301&ei=9M8eYqeFEqrTz7sPqpa-qA0&ved=0ahUKEwinz4XFqqb2AhWq6XMBHSqLD9UQ4dUDCA4&uact=5&oq=add+percentage+to+values+in+r&gs_lcp=Cgdnd3Mtd2l6EAM6BwgAEEcQsAM6BggAEAcQHjoECAAQHjoICAAQBxAFEB46BggAEAgQHjoECCEQCkoECEEYAEoECEYYAFCRAVjSEGDrFGgBcAF4AYAB3AGIAeIGkgEGMTAuMC4xmAEAoAEByAEKwAEB&sclient=gws-wiz,3,0,form_submit
,,,,,https://www.google.com/search?q=add+%25+to+values+in+r&rlz=1C1UEAD_enSG952SG952&oq=add+%25+to+values+in+r+&aqs=chrome..69i57j0i30j0i8i30l6.3923j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=add+%25+to+values+in+r&rlz=1C1UEAD_enSG952SG952&oq=add+%25+to+values+in+r+&aqs=chrome..69i57j0i30j0i8i30l6.3923j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://www.rdocumentation.org/packages/base/versions/3.6.2/topics/Round,2,0,link
,,,,,https://www.rdocumentation.org/packages/base/versions/3.6.2/topics/Round,2,0,link
,,,,,https://www.google.com/search?q=round+to+decimal+point+1+in+r&rlz=1C1UEAD_enSG952SG952&oq=round+to+decimal+point+1+in+r&aqs=chrome..69i57.6170j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=round+to+decimal+point+1+in+r&rlz=1C1UEAD_enSG952SG952&oq=round+to+decimal+point+1+in+r&aqs=chrome..69i57.6170j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://stackoverflow.com/questions/6644997/showing-data-values-on-stacked-bar-chart-in-ggplot2,1,0,link
,,,,,https://www.google.com/search?q=add+numbers+on+barplot+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=add+numbers+on+barplot+in+ggplot+&aqs=chrome..69i57j33i160.4553j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=add+numbers+on+barplot+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=add+numbers+on+barplot+in+ggplot+&aqs=chrome..69i57j33i160.4553j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://www.geeksforgeeks.org/how-to-change-the-order-of-bars-in-bar-chart-in-r/,1,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+barplot+ggplot&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBsLgjJj12iZeWPITav9MtoJ0sc6ew%3A1646185487233&ei=D8weYsrmDeWE4t4P4KmkoAk&ved=0ahUKEwiKqs3ppqb2AhVlgtgFHeAUCZQQ4dUDCA4&uact=5&oq=rearrange+y+axis+barplot+ggplot&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BAgjECdKBAhBGABKBAhGGABQjQJYsw1g4hdoAXABeACAAfwCiAHcCJIBBzIuMy4xLjGYAQCgAQHIAQrAAQE&sclient=gws-wiz,4,0,form_submit
,,,,,https://stackoverflow.com/questions/5208679/order-bars-in-ggplot2-bar-graph,1,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+barplot+ggplot&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBsLgjJj12iZeWPITav9MtoJ0sc6ew%3A1646185487233&ei=D8weYsrmDeWE4t4P4KmkoAk&ved=0ahUKEwiKqs3ppqb2AhVlgtgFHeAUCZQQ4dUDCA4&uact=5&oq=rearrange+y+axis+barplot+ggplot&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BAgjECdKBAhBGABKBAhGGABQjQJYsw1g4hdoAXABeACAAfwCiAHcCJIBBzIuMy4xLjGYAQCgAQHIAQrAAQE&sclient=gws-wiz,4,0,form_submit
,,,,,https://www.tutorialspoint.com/how-to-change-the-y-axis-values-in-a-bar-plot-using-ggplot2-in-r,1,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+barplot+ggplot&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBsLgjJj12iZeWPITav9MtoJ0sc6ew%3A1646185487233&ei=D8weYsrmDeWE4t4P4KmkoAk&ved=0ahUKEwiKqs3ppqb2AhVlgtgFHeAUCZQQ4dUDCA4&uact=5&oq=rearrange+y+axis+barplot+ggplot&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BAgjECdKBAhBGABKBAhGGABQjQJYsw1g4hdoAXABeACAAfwCiAHcCJIBBzIuMy4xLjGYAQCgAQHIAQrAAQE&sclient=gws-wiz,4,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+barplot+ggplot&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBsLgjJj12iZeWPITav9MtoJ0sc6ew%3A1646185487233&ei=D8weYsrmDeWE4t4P4KmkoAk&ved=0ahUKEwiKqs3ppqb2AhVlgtgFHeAUCZQQ4dUDCA4&uact=5&oq=rearrange+y+axis+barplot+ggplot&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BAgjECdKBAhBGABKBAhGGABQjQJYsw1g4hdoAXABeACAAfwCiAHcCJIBBzIuMy4xLjGYAQCgAQHIAQrAAQE&sclient=gws-wiz,4,0,form_submit
,,,,,https://www.google.com/search?q=rearrange+y+axis+ggplot&rlz=1C1UEAD_enSG952SG952&oq=rearrange+y+axis+ggplot+&aqs=chrome..69i57.7881j1j9&sourceid=chrome&ie=UTF-8,4,0,generated
,,,,,https://stackoverflow.com/questions/12774210/how-do-you-specifically-order-ggplot2-x-axis-instead-of-alphabetical-order,1,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+ggplot&rlz=1C1UEAD_enSG952SG952&oq=rearrange+y+axis+ggplot+&aqs=chrome..69i57.7881j1j9&sourceid=chrome&ie=UTF-8,4,0,generated
,,,,,https://www.r-graph-gallery.com/267-reorder-a-variable-in-ggplot2.html,2,0,link
,,,,,https://www.google.com/search?q=horizontal+barplot+ggplto&rlz=1C1UEAD_enSG952SG952&oq=horizontal+barplot+ggplto+&aqs=chrome..69i57j0i10i19j0i19i30j0i8i13i19i30j0i8i19i30l2.5411j0j4&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://www.datanovia.com/en/blog/how-to-create-a-ggplot-horizontal-bar-chart/,1,0,link
,,,,,https://www.google.com/search?q=horizontal+barplot+ggplto&rlz=1C1UEAD_enSG952SG952&oq=horizontal+barplot+ggplto+&aqs=chrome..69i57j0i10i19j0i19i30j0i8i13i19i30j0i8i19i30l2.5411j0j4&sourceid=chrome&ie=UTF-8,3,0,link
,,,,,https://www.google.com/search?q=horizontal+barplot+ggplto&rlz=1C1UEAD_enSG952SG952&oq=horizontal+barplot+ggplto+&aqs=chrome..69i57j0i10i19j0i19i30j0i8i13i19i30j0i8i19i30l2.5411j0j4&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://www.r-graph-gallery.com/267-reorder-a-variable-in-ggplot2.html,2,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+ggplot&rlz=1C1UEAD_enSG952SG952&oq=rearrange+y+axis+ggplot+&aqs=chrome..69i57.7881j1j9&sourceid=chrome&ie=UTF-8,4,0,link
,,,,,https://www.google.com/search?q=rearrange+y+axis+ggplot&rlz=1C1UEAD_enSG952SG952&oq=rearrange+y+axis+ggplot+&aqs=chrome..69i57.7881j1j9&sourceid=chrome&ie=UTF-8,4,0,generated
,,,,,https://www.google.com/search?q=ggplot+bar+chart+with+two+variables&rlz=1C1UEAD_enSG952SG952&oq=bar+chart+ggplot+two+&aqs=chrome.2.69i57j0i30j0i8i30l5.6654j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://stackoverflow.com/questions/42820677/ggplot-bar-plot-side-by-side-using-two-variables,1,0,link
,,,,,https://www.google.com/search?q=ggplot+bar+chart+with+two+variables&rlz=1C1UEAD_enSG952SG952&oq=bar+chart+ggplot+two+&aqs=chrome.2.69i57j0i30j0i8i30l5.6654j0j7&sourceid=chrome&ie=UTF-8,3,0,link
,,,,,https://www.google.com/search?q=ggplot+bar+chart+with+two+variables&rlz=1C1UEAD_enSG952SG952&oq=bar+chart+ggplot+two+&aqs=chrome.2.69i57j0i30j0i8i30l5.6654j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://yale-nus.instructure.com/courses/5352/discussion_topics/45770,2,0,link
,,,,,https://yale-nus.instructure.com/courses/5352/announcements,3,0,link
,,,,,https://yale-nus.instructure.com/courses/5352/announcements,3,0,link
,,,,,https://yale-nus.instructure.com/courses/5352,4,0,link
,,,,,https://yale-nus.instructure.com/,7,0,reload
,,,,,http://lacey.se/2015/11/24/exponential-notation-for-tick-labels-in-ggplot2/,1,0,link
,,,,,https://www.google.com/search?q=ggplot+axis+labels+exponential&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+expon&aqs=chrome.2.69i57j0i19j0i8i19i30l2.8373j0j9&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://statisticsglobe.com/change-formatting-of-numbers-of-ggplot2-plot-axis-in-r,1,0,link
,,,,,https://www.google.com/search?q=ggplot+axis+labels+exponential&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+expon&aqs=chrome.2.69i57j0i19j0i8i19i30l2.8373j0j9&sourceid=chrome&ie=UTF-8,3,0,link
,,,,,https://www.google.com/search?q=ggplot+axis+labels+exponential&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+expon&aqs=chrome.2.69i57j0i19j0i8i19i30l2.8373j0j9&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://www.google.com/search?q=remove+legend+title+ggplot2&rlz=1C1UEAD_enSG952SG952&oq=remove+legend+title+&aqs=chrome.0.0i19j69i57j0i19l8.2086j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=remove+legend+title+ggplot2&rlz=1C1UEAD_enSG952SG952&oq=remove+legend+title+&aqs=chrome.0.0i19j69i57j0i19l8.2086j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://www.google.com/search?q=factor+r+recode&rlz=1C1UEAD_enSG952SG952&oq=factor+r+recode&aqs=chrome..69i57j0i8i30l4.7208j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=factor+r+recode&rlz=1C1UEAD_enSG952SG952&oq=factor+r+recode&aqs=chrome..69i57j0i8i30l4.7208j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://www.statology.org/ggplot2-legend-size/,1,0,link
,,,,,https://www.google.com/search?q=size+of+the+legend+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=size+of+the+legend+in+ggplot+&aqs=chrome..69i57.3907j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=size+of+the+legend+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=size+of+the+legend+in+ggplot+&aqs=chrome..69i57.3907j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,"https://www.r-graph-gallery.com/239-custom-layout-legend-ggplot2.html#:~:text=You%20can%20place%20the%20legend,the%20x%20and%20y%20coordinates.",1,0,link
,,,,,https://www.google.com/search?q=place+legend+on+right+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=place+legend+on+right+in+ggplot+&aqs=chrome..69i57j33i160.8001j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=place+legend+on+right+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=place+legend+on+right+in+ggplot+&aqs=chrome..69i57j33i160.8001j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,http://zevross.com/blog/2019/04/02/easy-multi-panel-plots-in-r-using-facet_wrap-and-facet_grid-from-ggplot2/,1,0,link
,,,,,https://www.google.com/search?q=facet+wrap+arrange+plots&rlz=1C1UEAD_enSG952SG952&oq=facet+wrap+arrange+plots+&aqs=chrome..69i57.7639j0j4&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=facet+wrap+arrange+plots&rlz=1C1UEAD_enSG952SG952&oq=facet+wrap+arrange+plots+&aqs=chrome..69i57.7639j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://bookdown.org/Maxine/ggplot2-maps/posts/2019-11-27-using-scales-package-to-modify-ggplot2-scale/,1,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00+when+labels+%3D+dollar+&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvuQKt2bnwVLsS7dEO4JLMFTpTIQg%3A1646180008013&ei=qLYeYpg79tvPuw-ErorABA&ved=0ahUKEwiYr_S0kqb2AhX27XMBHQSXAkgQ4dUDCA4&uact=5&oq=scale_y_log10+remove+.00+when+labels+%3D+dollar+&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BQghEKABOgQIIRAVSgQIQRgBSgQIRhgAUK8BWO0gYJgiaABwAHgBgAHrBYgB7hiSAQsxMS4xMC4xLjYtMZgBAKABAcgBAcABAQ&sclient=gws-wiz,3,0,form_submit
,,,,,https://ggplot2.tidyverse.org/reference/scale_continuous.html,1,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00+when+labels+%3D+dollar+&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvuQKt2bnwVLsS7dEO4JLMFTpTIQg%3A1646180008013&ei=qLYeYpg79tvPuw-ErorABA&ved=0ahUKEwiYr_S0kqb2AhX27XMBHQSXAkgQ4dUDCA4&uact=5&oq=scale_y_log10+remove+.00+when+labels+%3D+dollar+&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BQghEKABOgQIIRAVSgQIQRgBSgQIRhgAUK8BWO0gYJgiaABwAHgBgAHrBYgB7hiSAQsxMS4xMC4xLjYtMZgBAKABAcgBAcABAQ&sclient=gws-wiz,3,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00+when+labels+%3D+dollar+&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvuQKt2bnwVLsS7dEO4JLMFTpTIQg%3A1646180008013&ei=qLYeYpg79tvPuw-ErorABA&ved=0ahUKEwiYr_S0kqb2AhX27XMBHQSXAkgQ4dUDCA4&uact=5&oq=scale_y_log10+remove+.00+when+labels+%3D+dollar+&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BQghEKABOgQIIRAVSgQIQRgBSgQIRhgAUK8BWO0gYJgiaABwAHgBgAHrBYgB7hiSAQsxMS4xMC4xLjYtMZgBAKABAcgBAcABAQ&sclient=gws-wiz,3,0,form_submit
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00&rlz=1C1UEAD_enSG952SG952&oq=scale&aqs=chrome.0.69i59j69i57j0i512l8.1657j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00&rlz=1C1UEAD_enSG952SG952&oq=scale&aqs=chrome.0.69i59j69i57j0i512l8.1657j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://stackoverflow.com/questions/50690198/axis-labels-with-comma-but-no-decimals-ggplot,1,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00&rlz=1C1UEAD_enSG952SG952&oq=scale_y_log10+remove+.00&aqs=chrome..69i57.8600j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=scale_y_log10+remove+.00&rlz=1C1UEAD_enSG952SG952&oq=scale_y_log10+remove+.00&aqs=chrome..69i57.8600j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://www.google.com/search?q=ggplot+axis+float+to+int&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+float+to+int+&aqs=chrome..69i57.6518j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://stackoverflow.com/questions/15622001/how-to-display-only-integer-values-on-an-axis-using-ggplot2,1,0,link
,,,,,https://www.google.com/search?q=ggplot+axis+float+to+int&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+float+to+int+&aqs=chrome..69i57.6518j0j7&sourceid=chrome&ie=UTF-8,3,0,link
,,,,,https://www.google.com/search?q=ggplot+axis+float+to+int&rlz=1C1UEAD_enSG952SG952&oq=ggplot+axis+float+to+int+&aqs=chrome..69i57.6518j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,http://www.sthda.com/english/wiki/be-awesome-in-ggplot2-a-practical-guide-to-be-highly-effective-r-software-and-data-visualization,1,0,link
,,,,,https://www.google.com/search?q=heatmap+around+a+line+of+best+fit+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=heatmap+around+a+line+of+best+fit+in+ggplot&aqs=chrome..69i57.6777j0j4&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://jcoliver.github.io/learn-r/006-heatmaps.html,1,0,link
,,,,,https://www.google.com/search?q=heatmap+around+a+line+of+best+fit+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=heatmap+around+a+line+of+best+fit+in+ggplot&aqs=chrome..69i57.6777j0j4&sourceid=chrome&ie=UTF-8,3,0,link
,,,,,https://www.google.com/search?q=heatmap+around+a+line+of+best+fit+in+ggplot&rlz=1C1UEAD_enSG952SG952&oq=heatmap+around+a+line+of+best+fit+in+ggplot&aqs=chrome..69i57.6777j0j4&sourceid=chrome&ie=UTF-8,3,0,generated
,,,,,https://www.r-graph-gallery.com/2d-density-plot-with-ggplot2.html#hist,1,0,link
,,,,,https://www.r-graph-gallery.com/2d-density-chart.html,1,0,link
,,,,,https://www.r-graph-gallery.com/79-levelplot-with-ggplot2.html,1,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&source=lmns&bih=569&biw=1280&rlz=1C1UEAD_enSG952SG952&hl=ja&sa=X&ved=2ahUKEwiUuK2Vjqb2AhW-yaACHRS8DrwQ_AUoAHoECAEQAA,2,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&source=lmns&bih=569&biw=1280&rlz=1C1UEAD_enSG952SG952&hl=ja&sa=X&ved=2ahUKEwiUuK2Vjqb2AhW-yaACHRS8DrwQ_AUoAHoECAEQAA,2,0,link
,,,,,https://themockup.blog/posts/2020-08-28-heatmaps-in-ggplot2/,1,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvJpaJXp9vtiPIWEp8EabxrVwvvGw:1646178864480&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiI09CTjqb2AhWB7nMBHZz8BY4Q_AUoAXoECAEQAw&biw=1280&bih=569&dpr=1.5#imgrc=F5K6XWq5Jong_M,1,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvJpaJXp9vtiPIWEp8EabxrVwvvGw:1646178864480&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiI09CTjqb2AhWB7nMBHZz8BY4Q_AUoAXoECAEQAw&biw=1280&bih=569&dpr=1.5,2,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&rlz=1C1UEAD_enSG952SG952&sxsrf=APq-WBvJpaJXp9vtiPIWEp8EabxrVwvvGw:1646178864480&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiI09CTjqb2AhWB7nMBHZz8BY4Q_AUoAXoECAEQAw&biw=1280&bih=569&dpr=1.5,2,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&rlz=1C1UEAD_enSG952SG952&oq=ggplot+heatmap+&aqs=chrome..69i57j0i19l9.2510j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=ggplot+heatmap&rlz=1C1UEAD_enSG952SG952&oq=ggplot+heatmap+&aqs=chrome..69i57j0i19l9.2510j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://yale-nus.instructure.com/,7,0,auto_bookmark
,,,,,https://web.whatsapp.com/,18,0,link
,,,,,https://web.whatsapp.com/,18,0,auto_bookmark
,,,,,https://twitter.com/home,100,0,auto_bookmark
,,,,,https://twitter.com/no_density_/status/1498806129006354433/photo/1,2,0,link
,,,,,https://web.whatsapp.com/,18,0,link
,,,,,https://web.whatsapp.com/,18,0,auto_bookmark
,,,,,https://web.telegram.org/#/im,1,0,auto_bookmark
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/home,100,0,auto_bookmark
,,,,,https://web.whatsapp.com/,18,0,link
,,,,,https://web.whatsapp.com/,18,0,auto_bookmark
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/rararaoko/status/1498432956796260353,2,0,link
,,,,,https://twitter.com/rararaoko/status/1498432956796260353/retweets/with_comments,1,0,link
,,,,,https://twitter.com/rararaoko/status/1498432956796260353,2,0,link
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/notifications,2,0,link
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/home,100,0,link
,,,,,https://twitter.com/no_density_,14,0,link
,,,,,https://twitter.com/no_density_/header_photo,1,0,link
,,,,,https://twitter.com/no_density_,14,0,link
,,,,,https://twitter.com/compose/tweet,6,0,link
,,,,,https://twitter.com/no_density_,14,0,link
,,,,,https://twitter.com/no_density_/photo,1,0,link
,,,,,https://twitter.com/no_density_,14,0,link
,,,,,https://www.google.com/search?q=economics&rlz=1C1UEAD_enSG952SG952&oq=economics+&aqs=chrome..69i57j0i271l2j69i60l4.1316j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=economics&rlz=1C1UEAD_enSG952SG952&oq=economics+&aqs=chrome..69i57j0i271l2j69i60l4.1316j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://eow.alc.co.jp/search?q=get+caught+up,1,0,link
,,,,,https://eow.alc.co.jp/search?q=have+second+thought,1,0,link
,,,,,https://www.google.com/search?q=have+a+second+though&rlz=1C1UEAD_enSG952SG952&oq=have+a+second+though&aqs=chrome..69i57j0i512j0i30l8.3299j0j7&sourceid=chrome&ie=UTF-8,2,0,link
,,,,,https://www.google.com/search?q=have+a+second+though&rlz=1C1UEAD_enSG952SG952&oq=have+a+second+though&aqs=chrome..69i57j0i512j0i30l8.3299j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
,,,,,https://app.grammarly.com/ddocs/1505598514,1,0,link
,,,,,https://app.grammarly.com/docs/1505598514,1,0,link
,,,,,https://app.grammarly.com/,1,0,link
,,,,,https://www.grammarly.com/signin?fromExtension=true&utm_medium=internal&utm_source=signinHook&allowUtmParams=true,1,0,link
,,,,,https://www.grammarly.com/social/redirect?state=k4Gbc0TlGCwkYwWBpswWdiqYdi570U&code=4%2F0AX4XfWi3EXJE_KalMLeK5bC-pTaTQZIJWu_-dBQoZN5Z7d6Sdb3SMV8nXYgojKunogJIIQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=consent,1,0,link
